gradelevel,Organizationcode,Organizationid,Organizationname,Schoolyear,Studentcount
11th Grade,1829,101837,Winolequa Learning Academy,2017-18,14
11th Grade,1830,102516,Contracted Schools,2017-18,6
11th Grade,1835,100793,Sentinel Tech Alt School,2017-18,10
11th Grade,1836,100632,CAM Academy,2017-18,52
11th Grade,1838,102843,Spokane Valley High School,2017-18,25
11th Grade,1842,102844,Spokane Valley Transition School,2017-18,37
11th Grade,1851,102876,Wellpinit Alliance High School,2017-18,2
11th Grade,1852,102855,Deer Park Home Link Program,2017-18,45
11th Grade,1854,101404,PARADE,2017-18,7
11th Grade,1856,101013,The Center School,2017-18,53
11th Grade,1858,102769,Mead Education Partnership Prog,2017-18,47
11th Grade,1860,102093,Tacoma School of the Arts,2017-18,138
11th Grade,1861,101928,North Mason Homelink Program,2017-18,1
11th Grade,1875,100633,Homelink River,2017-18,83
11th Grade,1882,102214,Special Education Services/relife,2017-18,1
11th Grade,1883,102603,Youth Re-Engagement,2017-18,113
11th Grade,1884,100358,Legacy High School,2017-18,42
11th Grade,1892,102341,OASIS K-12,2017-18,7
11th Grade,1900,103844,Bridgeport Aurora High School,2017-18,6
11th Grade,1904,103822,Parent Partnership,2017-18,6
11th Grade,1907,103847,Port Gardner,2017-18,8
11th Grade,1910,103817,Marysville SD Special,2017-18,13
11th Grade,1919,103818,Independent Scholar,2017-18,5
11th Grade,1927,103839,Marysville Mountain View Arts and Technology High School,2017-18,44
11th Grade,1928,103837,Burlington-Edison Alternative School,2017-18,11
11th Grade,1934,103827,Loowit High School,2017-18,5
11th Grade,1935,103831,Eagle Harbor High School,2017-18,36
11th Grade,1938,103861,Student Link,2017-18,13
11th Grade,1940,103865,Chelan School of Innovation,2017-18,8
11th Grade,1941,103866,Mid-Columbia Parent Partnership,2017-18,19
11th Grade,1951,103878,Support School,2017-18,1
11th Grade,1962,103918,Garfield at Palouse High School,2017-18,7
11th Grade,1963,103920,Griffin Bay School,2017-18,3
11th Grade,1966,103929,Edmonds Heights K-12,2017-18,69
11th Grade,1971,103942,Sage Hills High School,2017-18,7
11th Grade,1972,103953,New Start,2017-18,25
11th Grade,1980,103967,Okanogan Alternative High School,2017-18,9
11th Grade,1983,103970,Lynden Academy,2017-18,17
11th Grade,1986,103974,Muckleshoot Tribal School,2017-18,36
11th Grade,1987,103977,Swiftwater Alternative High School,2017-18,7
11th Grade,1992,103984,Skagit Academy,2017-18,17
11th Grade,2001,100404,Special Programs,2017-18,1
11th Grade,2006,100745,Curlew Elem & High School,2017-18,17
11th Grade,2027,101855,Green Hill Academic School,2017-18,78
11th Grade,2031,101941,Omak High School,2017-18,107
11th Grade,2039,102099,Remann Hall Juvenile Detention Center,2017-18,10
11th Grade,2041,102215,Firwood,2017-18,9
11th Grade,2066,103050,Fairhaven Middle School,2017-18,1
11th Grade,2084,102101,Stadium,2017-18,367
11th Grade,2088,103126,Lacrosse High School,2017-18,8
11th Grade,2106,102690,North Central High School,2017-18,347
11th Grade,2116,103175,Davis High School,2017-18,590
11th Grade,2125,102038,Puyallup High School,2017-18,611
11th Grade,2126,102437,Everett High School,2017-18,359
11th Grade,2132,100340,Ritzville High School,2017-18,32
11th Grade,2134,100459,Wenatchee High School,2017-18,525
11th Grade,2137,100893,Elma High School,2017-18,103
11th Grade,2146,101965,Liberty Bell Jr Sr High,2017-18,49
11th Grade,2150,102377,Sedro Woolley Senior High School,2017-18,308
11th Grade,2160,103029,Touchet Elem & High School,2017-18,12
11th Grade,2162,100741,Waterville High School,2017-18,27
11th Grade,2166,101868,Centralia High School,2017-18,266
11th Grade,2172,102700,Lewis & Clark High School,2017-18,463
11th Grade,2179,100521,Fort Vancouver High School,2017-18,395
11th Grade,2180,100888,Montesano Jr-Sr High,2017-18,80
11th Grade,2182,101062,Franklin High School,2017-18,301
11th Grade,2186,101878,Sprague High School,2017-18,7
11th Grade,2206,102315,Eatonville High School,2017-18,164
11th Grade,2214,101993,South Bend High School,2017-18,50
11th Grade,2215,102112,Lincoln,2017-18,375
11th Grade,2220,101071,Ballard High School,2017-18,484
11th Grade,2233,100738,Mansfield Elem and High School,2017-18,10
11th Grade,2234,101072,West Seattle High School,2017-18,233
11th Grade,2240,103267,Zillah High School,2017-18,116
11th Grade,2241,100790,Pomeroy Jr Sr High School,2017-18,38
11th Grade,2246,101950,Okanogan High School,2017-18,68
11th Grade,2266,100703,Kelso High School,2017-18,383
11th Grade,2272,101743,South Kitsap High School,2017-18,750
11th Grade,2273,101820,Napavine Jr Sr High School,2017-18,63
11th Grade,2276,102399,La Conner High School,2017-18,48
11th Grade,2281,100687,Castle Rock High School,2017-18,120
11th Grade,2283,100913,Oakville High School,2017-18,12
11th Grade,2285,101079,Roosevelt High School,2017-18,441
11th Grade,2292,102008,North River School,2017-18,6
11th Grade,2295,102405,Mount Vernon High School,2017-18,502
11th Grade,2299,100345,Charles Francis Adams High School,2017-18,165
11th Grade,2302,100656,Dayton High School,2017-18,41
11th Grade,2306,101080,Garfield High School,2017-18,453
11th Grade,2325,101256,Highline High School,2017-18,282
11th Grade,2329,101785,Cle Elum Roslyn High School,2017-18,54
11th Grade,2330,101811,Columbia High School,2017-18,91
11th Grade,2331,101848,Onalaska High School,2017-18,67
11th Grade,2343,103117,Mount Baker Senior High,2017-18,146
11th Grade,2344,103208,East Valley High School,2017-18,246
11th Grade,2349,100512,Forks Junior-Senior High School,2017-18,81
11th Grade,2357,101989,Raymond Jr Sr High School,2017-18,40
11th Grade,2362,102366,Burlington Edison High School,2017-18,271
11th Grade,2367,100393,River View High School,2017-18,94
11th Grade,2386,103036,Waitsburg High School,2017-18,16
11th Grade,2388,103215,Selah High School,2017-18,273
11th Grade,2390,100650,Ridgefield High School,2017-18,209
11th Grade,2392,101089,Cleveland High School STEM,2017-18,219
11th Grade,2395,101690,Bainbridge High School,2017-18,296
11th Grade,2397,101961,Pateros High School,2017-18,30
11th Grade,2402,102770,Mead Senior High School,2017-18,402
11th Grade,2404,102872,Jenkins Junior/Senior High,2017-18,64
11th Grade,2407,103015,Alternative Education Program,2017-18,43
11th Grade,2415,100634,Battle Ground High School,2017-18,513
11th Grade,2416,100667,R A Long High School,2017-18,230
11th Grade,2417,101186,Federal Way High School,2017-18,397
11th Grade,2419,101309,Vashon Island High School,2017-18,134
11th Grade,2423,102015,Cusick Jr Sr High School,2017-18,21
11th Grade,2425,102218,Clover Park High School,2017-18,371
11th Grade,2426,102472,Lake Stevens Sr High School,2017-18,687
11th Grade,2428,102623,Snohomish High School,2017-18,435
11th Grade,2432,103163,Oakesdale High School,2017-18,11
11th Grade,2434,100353,Asotin Jr Sr High,2017-18,63
11th Grade,2441,101835,Adna Middle/High School,2017-18,66
11th Grade,2443,101891,Odessa High School,2017-18,17
11th Grade,2459,103110,Nooksack Valley High School,2017-18,102
11th Grade,2467,102391,Anacortes High School,2017-18,193
11th Grade,2468,102986,Rainier Senior High School,2017-18,68
11th Grade,2471,100495,Sequim Senior High,2017-18,236
11th Grade,2473,100850,Wilson Creek High,2017-18,11
11th Grade,2474,100949,Quilcene High And Elementary,2017-18,24
11th Grade,2475,101326,Renton Senior High School,2017-18,348
11th Grade,2478,101881,Reardan Middle-Senior High School,2017-18,36
11th Grade,2479,102709,Rogers High School,2017-18,405
11th Grade,2488,103078,Ferndale High School,2017-18,368
11th Grade,2499,103134,Pullman High School,2017-18,217
11th Grade,2503,100962,Port Townsend High School,2017-18,82
11th Grade,2508,100399,Prosser High School,2017-18,275
11th Grade,2513,101350,Skykomish High School,2017-18,4
11th Grade,2514,101766,Thorp Elem & Jr Sr High,2017-18,7
11th Grade,2518,102010,Newport High School,2017-18,82
11th Grade,2520,102351,Friday Harbor Elementary School,2017-18,1
11th Grade,2523,102563,Arlington High School,2017-18,414
11th Grade,2532,103299,White Swan High School,2017-18,54
11th Grade,2542,102003,Willapa Valley Middle-High,2017-18,26
11th Grade,2550,102877,Wellpinit High School,2017-18,20
11th Grade,2553,103061,Bellingham High School,2017-18,271
11th Grade,2554,103102,Meridian High School,2017-18,143
11th Grade,2555,103231,Grandview High School,2017-18,235
11th Grade,2560,100682,Toutle Lake High School,2017-18,45
11th Grade,2580,102655,Granite Falls High School,2017-18,121
11th Grade,2581,102663,Stanwood High School,2017-18,334
11th Grade,2588,103152,Colton School,2017-18,13
11th Grade,2591,103169,Naches Valley High School,2017-18,103
11th Grade,2603,100750,Inchelium High School,2017-18,17
11th Grade,2605,101789,Wishram High And Elementary Schl,2017-18,11
11th Grade,2612,101487,Fircrest Residential Habilitation,2017-18,3
11th Grade,2615,101717,Central Kitsap High School,2017-18,323
11th Grade,2616,101844,Toledo High School,2017-18,69
11th Grade,2623,100426,Manson High School,2017-18,46
11th Grade,2625,100932,Coupeville High School,2017-18,68
11th Grade,2632,102347,Lopez Middle High School,2017-18,13
11th Grade,2633,102916,Yelm High School 12,2017-18,401
11th Grade,2634,103145,Palouse High School,2017-18,13
11th Grade,2676,101796,Trout Lake School,2017-18,11
11th Grade,2679,101971,Tonasket High School,2017-18,84
11th Grade,2681,102251,Peninsula High School,2017-18,339
11th Grade,2701,101357,Bellevue High School,2017-18,442
11th Grade,2702,101416,West Auburn Senior High School,2017-18,87
11th Grade,2706,101976,Oroville Middle-High School,2017-18,36
11th Grade,2724,100592,Evergreen High School,2017-18,432
11th Grade,2727,100727,Eastmont Senior High,2017-18,499
11th Grade,2728,100880,North Beach Senior High School,2017-18,43
11th Grade,2739,101524,Lake Washington High School,2017-18,459
11th Grade,2750,102343,Orcas Island High School,2017-18,31
11th Grade,2766,101780,Kittitas High School,2017-18,38
11th Grade,2773,102332,Fife High School,2017-18,274
11th Grade,2788,100721,Bridgeport High School,2017-18,69
11th Grade,2795,101417,Auburn Senior High School,2017-18,506
11th Grade,2797,101574,Kent-Meridian High School,2017-18,515
11th Grade,2799,101859,W F West High School,2017-18,232
11th Grade,2800,101956,Brewster High School,2017-18,55
11th Grade,2801,100855,Lake Roosevelt Jr/Sr High School,2017-18,65
11th Grade,2807,102293,Bethel High School,2017-18,438
11th Grade,2810,102361,Concrete High School,2017-18,43
11th Grade,2826,100363,Kennewick High School,2017-18,400
11th Grade,2848,101398,Foster Senior High School,2017-18,210
11th Grade,2849,101435,Tahoma Senior High School,2017-18,634
11th Grade,2850,101450,Mount Si High School,2017-18,471
11th Grade,2856,101808,Goldendale High School,2017-18,75
11th Grade,2858,101852,Pe Ell School,2017-18,22
11th Grade,2859,101865,White Pass Jr. Sr. High School,2017-18,47
11th Grade,2863,101889,Creston Jr-Sr High School,2017-18,11
11th Grade,2876,102271,Franklin Pierce High School,2017-18,275
11th Grade,2879,102352,Friday Harbor High School,2017-18,63
11th Grade,2890,102760,Medical Lake High School,2017-18,134
11th Grade,2900,103252,Toppenish High School,2017-18,221
11th Grade,2903,100337,Lind-Ritzville High School,2017-18,13
11th Grade,2904,100389,Kiona-Benton City High School,2017-18,115
11th Grade,2908,100480,Port Angeles High School,2017-18,290
11th Grade,2917,100762,Pasco Senior High School,2017-18,565
11th Grade,2920,100841,Ephrata High School,2017-18,186
11th Grade,2942,102206,Orting High School,2017-18,230
11th Grade,2958,102907,Northport High School,2017-18,14
11th Grade,2959,103240,Sunnyside High School,2017-18,520
11th Grade,2968,100814,Almira Coulee Hartline High School,2017-18,25
11th Grade,2973,100901,Lake Quinault High School,2017-18,9
11th Grade,2974,100921,Oak Harbor High School,2017-18,404
11th Grade,2986,100729,Canyon View Group Home,2017-18,2
11th Grade,2996,101774,Ellensburg High School,2017-18,261
11th Grade,3008,102718,Bryant Center,2017-18,13
11th Grade,3010,102925,North Thurston High School,2017-18,347
11th Grade,3014,101576,Kent Mountain View Academy,2017-18,24
11th Grade,3015,100333,Othello High School,2017-18,269
11th Grade,3024,100910,Ocosta Junior - Senior High,2017-18,58
11th Grade,3029,101243,Mercer Island High School,2017-18,414
11th Grade,3048,101801,Glenwood Secondary,2017-18,2
11th Grade,3065,102790,Central Valley High School,2017-18,544
11th Grade,3068,103160,St John/Endicott High,2017-18,24
11th Grade,3074,103289,West Valley High School,2017-18,413
11th Grade,3075,100326,Washtucna Elementary/High School,2017-18,1
11th Grade,3081,100538,Hudson's Bay High School,2017-18,268
11th Grade,3088,100804,Quincy High School,2017-18,200
11th Grade,3089,100818,Soap Lake Middle & High School,2017-18,43
11th Grade,3096,101118,Chief Sealth International High School,2017-18,258
11th Grade,3099,101282,Evergreen High School,2017-18,231
11th Grade,3106,101629,Bothell High School,2017-18,326
11th Grade,3109,101674,Bremerton High School,2017-18,315
11th Grade,3111,101816,Lyle High School,2017-18,25
11th Grade,3112,101832,Morton Junior-Senior High,2017-18,25
11th Grade,3113,101898,Harrington High School,2017-18,8
11th Grade,3119,102426,Stevenson High School,2017-18,84
11th Grade,3123,102523,Edmonds Woodway High School,2017-18,444
11th Grade,3132,102969,Olympia High School,2017-18,482
11th Grade,3136,103090,Blaine High School,2017-18,157
11th Grade,3141,103280,Wapato High School,2017-18,204
11th Grade,3143,100483,Clallam Co Juvenile Detention,2017-18,2
11th Grade,3145,100505,Neah Bay Junior/ Senior High School,2017-18,16
11th Grade,3147,100581,Washougal High School,2017-18,277
11th Grade,3151,100673,Mark Morris High School,2017-18,252
11th Grade,3173,101902,Davenport Senior High School,2017-18,49
11th Grade,3175,101931,North Mason Senior High School,2017-18,192
11th Grade,3188,102651,Darrington High School,2017-18,31
11th Grade,3189,102720,Shadle Park High School,2017-18,335
11th Grade,3192,102807,Freeman High School,2017-18,79
11th Grade,3193,101953,Okanogan Co Juvenile Detention,2017-18,1
11th Grade,3195,102851,West Valley High School,2017-18,224
11th Grade,3204,103157,Rosalia Elementary & Secondary School,2017-18,8
11th Grade,3206,103194,Eisenhower High School,2017-18,576
11th Grade,3213,101781,Parke Creek Treatment Ctr,2017-18,5
11th Grade,3214,100788,Kahlotus Elem & High,2017-18,5
11th Grade,3215,100835,Moses Lake High School,2017-18,620
11th Grade,3236,101707,North Kitsap High School,2017-18,318
11th Grade,3238,101828,Mossyrock Jr./Sr. High School,2017-18,44
11th Grade,3241,101913,Shelton High School,2017-18,320
