Organizationcode,organizationid,Organizationname,Schoolyear,Test Administration (group),Test Subject,Percent Taking WaAIM,Denominator ExcludingPP,PercentMet IncludingPP
17409,100263,Tahoma School District,2017-18,General,Math,0.89%,"4,665",66.6%
17409,100263,Tahoma School District,2017-18,General,Science,0.76%,"1,958",63.4%
17410,100240,Snoqualmie Valley School District,2017-18,General,English Language Arts,0.57%,"3,848",78.2%
17410,100240,Snoqualmie Valley School District,2017-18,General,Math,0.59%,"3,850",71.6%
17410,100240,Snoqualmie Valley School District,2017-18,General,Science,0.80%,"1,611",56.6%
17411,100111,Issaquah School District,2017-18,General,English Language Arts,0.64%,"11,318",79.9%
17411,100111,Issaquah School District,2017-18,General,Math,0.64%,"11,347",75.5%
17411,100111,Issaquah School District,2017-18,General,Science,0.57%,"4,680",63.3%
17412,100236,Shoreline School District,2017-18,General,English Language Arts,1.02%,"5,142",76.2%
17412,100236,Shoreline School District,2017-18,General,Math,1.00%,"5,160",66.3%
17412,100236,Shoreline School District,2017-18,General,Science,0.82%,"2,294",63.0%
17414,100127,Lake Washington School District,2017-18,General,English Language Arts,0.73%,"16,004",83.0%
17414,100127,Lake Washington School District,2017-18,General,Math,0.72%,"16,053",77.3%
17414,100127,Lake Washington School District,2017-18,General,Science,0.67%,"6,571",65.7%
17415,100117,Kent School District,2017-18,General,English Language Arts,0.58%,"14,300",57.4%
17415,100117,Kent School District,2017-18,General,Math,0.58%,"14,302",47.8%
17415,100117,Kent School District,2017-18,General,Science,0.73%,"6,080",45.7%
17417,100174,Northshore School District,2017-18,General,English Language Arts,0.67%,"11,899",77.5%
17417,100174,Northshore School District,2017-18,General,Math,0.67%,"11,909",70.3%
17417,100174,Northshore School District,2017-18,General,Science,0.72%,"4,972",65.1%
17902,105808,Summit Public School: Sierra,2017-18,General,English Language Arts,,89,66.2%
17902,105808,Summit Public School: Sierra,2017-18,General,Math,,89,35.9%
17902,105808,Summit Public School: Sierra,2017-18,General,Science,,102,44.1%
17905,106018,Summit Public School: Atlas,2017-18,General,English Language Arts,,95,60.0%
17905,106018,Summit Public School: Atlas,2017-18,General,Math,,94,57.4%
17906,105811,Excel Public Charter School,2017-18,General,English Language Arts,0.78%,128,42.9%
17906,105811,Excel Public Charter School,2017-18,General,Math,0.78%,128,32.0%
17906,105811,Excel Public Charter School,2017-18,General,Science,1.39%,71,29.5%
17908,105732,Rainier Prep Charter School District,2017-18,General,English Language Arts,,318,61.6%
17908,105732,Rainier Prep Charter School District,2017-18,General,Math,,318,62.8%
17908,105732,Rainier Prep Charter School District,2017-18,General,Science,,154,44.1%
17910,106046,Rainier Valley Leadership Academy,2017-18,General,English Language Arts,1.94%,101,32.6%
17910,106046,Rainier Valley Leadership Academy,2017-18,General,Math,1.94%,101,30.6%
18100,100026,Bremerton School District,2017-18,General,English Language Arts,1.08%,"2,563",49.2%
18100,100026,Bremerton School District,2017-18,General,Math,1.08%,"2,558",37.7%
18100,100026,Bremerton School District,2017-18,General,Science,0.39%,"1,031",44.6%
18303,100017,Bainbridge Island School District,2017-18,General,English Language Arts,0.72%,"2,060",83.1%
18303,100017,Bainbridge Island School District,2017-18,General,Math,0.72%,"2,060",76.1%
18303,100017,Bainbridge Island School District,2017-18,General,Science,0.75%,932,53.5%
18400,100169,North Kitsap School District,2017-18,General,English Language Arts,0.36%,"3,081",61.9%
18400,100169,North Kitsap School District,2017-18,General,Math,0.36%,"3,074",52.3%
18400,100169,North Kitsap School District,2017-18,General,Science,0.14%,"1,397",55.5%
18401,100038,Central Kitsap School District,2017-18,General,English Language Arts,1.07%,"6,020",65.8%
18401,100038,Central Kitsap School District,2017-18,General,Math,1.07%,"6,027",53.0%
18401,100038,Central Kitsap School District,2017-18,General,Science,0.98%,"2,530",53.0%
18402,100244,South Kitsap School District,2017-18,General,English Language Arts,0.71%,"5,177",60.2%
18402,100244,South Kitsap School District,2017-18,General,Math,0.69%,"5,170",48.6%
18402,100244,South Kitsap School District,2017-18,General,Science,0.36%,"2,242",45.7%
18801,100005,Olympic Educational Service District 114,2017-18,General,English Language Arts,0.94%,"24,350",59.2%
18801,100005,Olympic Educational Service District 114,2017-18,General,Math,0.93%,"24,343",47.3%
18801,100005,Olympic Educational Service District 114,2017-18,General,Science,0.68%,"10,818",48.5%
19028,100073,Easton School District,2017-18,General,English Language Arts,,64,35.9%
19028,100073,Easton School District,2017-18,General,Math,,64,17.1%
19028,100073,Easton School District,2017-18,General,Science,,29,24.1%
19401,100076,Ellensburg School District,2017-18,General,English Language Arts,0.29%,"1,710",49.4%
19401,100076,Ellensburg School District,2017-18,General,Math,0.29%,"1,713",42.3%
19401,100076,Ellensburg School District,2017-18,General,Science,0.39%,768,44.4%
19403,100120,Kittitas School District,2017-18,General,English Language Arts,,378,49.7%
19403,100120,Kittitas School District,2017-18,General,Math,,381,39.2%
19403,100120,Kittitas School District,2017-18,General,Science,,154,46.1%
19404,100046,Cle Elum-Roslyn School District,2017-18,General,English Language Arts,0.40%,500,58.6%
19404,100046,Cle Elum-Roslyn School District,2017-18,General,Math,0.40%,503,50.0%
19404,100046,Cle Elum-Roslyn School District,2017-18,General,Science,0.45%,222,43.2%
20094,100301,Wishram School District,2017-18,General,English Language Arts,,34,29.4%
20094,100301,Wishram School District,2017-18,General,Math,,34,20.5%
20094,100301,Wishram School District,2017-18,General,Science,,20,40.0%
20203,100023,Bickleton School District,2017-18,General,English Language Arts,,70,64.2%
20203,100023,Bickleton School District,2017-18,General,Math,,70,54.2%
20203,100023,Bickleton School District,2017-18,General,Science,,24,75.0%
20215,100037,Centerville School District,2017-18,General,English Language Arts,,64,64.0%
20215,100037,Centerville School District,2017-18,General,Math,,64,40.6%
20215,100037,Centerville School District,2017-18,General,Science,,17,52.9%
20400,100272,Trout Lake School District,2017-18,General,English Language Arts,0.72%,138,58.6%
20400,100272,Trout Lake School District,2017-18,General,Math,0.72%,138,45.6%
20400,100272,Trout Lake School District,2017-18,General,Science,1.69%,58,60.3%
20401,100093,Glenwood School District,2017-18,General,English Language Arts,,52,45.2%
20401,100093,Glenwood School District,2017-18,General,Math,,51,46.1%
20401,100093,Glenwood School District,2017-18,General,Science,,17,47.0%
20402,100121,Klickitat School District,2017-18,General,English Language Arts,,43,46.5%
20402,100121,Klickitat School District,2017-18,General,Math,,43,32.5%
20402,100121,Klickitat School District,2017-18,General,Science,,18,38.8%
20403,100224,Roosevelt School District,2017-18,General,English Language Arts,,9,
20403,100224,Roosevelt School District,2017-18,General,Math,,9,
20404,100094,Goldendale School District,2017-18,General,English Language Arts,1.78%,496,48.5%
20404,100094,Goldendale School District,2017-18,General,Math,1.78%,496,35.2%
20404,100094,Goldendale School District,2017-18,General,Science,1.42%,209,46.4%
20405,100295,White Salmon Valley School District,2017-18,General,English Language Arts,1.04%,669,51.8%
20405,100295,White Salmon Valley School District,2017-18,General,Math,1.03%,670,41.0%
20405,100295,White Salmon Valley School District,2017-18,General,Science,2.02%,291,39.5%
20406,100135,Lyle School District,2017-18,General,English Language Arts,,119,40.3%
20406,100135,Lyle School District,2017-18,General,Math,,119,30.2%
20406,100135,Lyle School District,2017-18,General,Science,,55,34.5%
21014,100161,Napavine School District,2017-18,General,English Language Arts,0.22%,458,66.8%
21014,100161,Napavine School District,2017-18,General,Math,0.22%,459,52.0%
21014,100161,Napavine School District,2017-18,General,Science,,186,56.4%
21036,100082,Evaline School District,2017-18,General,English Language Arts,6.25%,30,60.0%
21036,100082,Evaline School District,2017-18,General,Math,6.25%,30,63.3%
21036,100082,Evaline School District,2017-18,General,Science,,6,
21206,100154,Mossyrock School District,2017-18,General,English Language Arts,2.78%,280,48.2%
21206,100154,Mossyrock School District,2017-18,General,Math,2.77%,281,42.7%
21206,100154,Mossyrock School District,2017-18,General,Science,4.80%,119,35.2%
21214,100152,Morton School District,2017-18,General,English Language Arts,1.62%,182,53.8%
21214,100152,Morton School District,2017-18,General,Math,1.62%,182,43.4%
21214,100152,Morton School District,2017-18,General,Science,,68,33.8%
21226,100011,Adna School District,2017-18,General,English Language Arts,,356,62.3%
21226,100011,Adna School District,2017-18,General,Math,,356,50.0%
21226,100011,Adna School District,2017-18,General,Science,,168,41.6%
21232,100299,Winlock School District,2017-18,General,English Language Arts,,372,47.5%
21232,100299,Winlock School District,2017-18,General,Math,,372,27.4%
21232,100299,Winlock School District,2017-18,General,Science,,144,38.1%
21234,100025,Boistfort School District,2017-18,General,English Language Arts,1.82%,54,59.2%
21234,100025,Boistfort School District,2017-18,General,Math,1.82%,54,38.8%
21234,100025,Boistfort School District,2017-18,General,Science,5.56%,17,58.8%
21237,100267,Toledo School District,2017-18,General,English Language Arts,3.12%,404,60.1%
21237,100267,Toledo School District,2017-18,General,Math,3.14%,401,52.1%
21237,100267,Toledo School District,2017-18,General,Science,2.65%,184,48.3%
21300,100184,Onalaska School District,2017-18,General,English Language Arts,0.93%,425,56.4%
21300,100184,Onalaska School District,2017-18,General,Math,0.94%,422,44.5%
21300,100184,Onalaska School District,2017-18,General,Science,1.46%,203,51.2%
21301,100198,Pe Ell School District,2017-18,General,English Language Arts,,132,62.8%
21301,100198,Pe Ell School District,2017-18,General,Math,,132,45.4%
21301,100198,Pe Ell School District,2017-18,General,Science,,58,41.3%
21302,100041,Chehalis School District,2017-18,General,English Language Arts,1.03%,"1,439",59.6%
21302,100041,Chehalis School District,2017-18,General,Math,1.03%,"1,441",49.3%
21302,100041,Chehalis School District,2017-18,General,Science,1.25%,633,51.9%
21303,100293,White Pass School District,2017-18,General,English Language Arts,,210,50.4%
21303,100293,White Pass School District,2017-18,General,Math,,210,36.1%
21303,100293,White Pass School District,2017-18,General,Science,,94,35.1%
21401,100040,Centralia School District,2017-18,General,English Language Arts,1.46%,"1,828",52.8%
21401,100040,Centralia School District,2017-18,General,Math,1.46%,"1,826",39.9%
21401,100040,Centralia School District,2017-18,General,Science,1.19%,746,32.9%
22008,100248,Sprague School District,2017-18,General,English Language Arts,3.85%,25,64.0%
22008,100248,Sprague School District,2017-18,General,Math,3.85%,25,56.0%
22008,100248,Sprague School District,2017-18,General,Science,,7,
22009,100215,Reardan-Edwall School District,2017-18,General,English Language Arts,0.42%,237,64.1%
22009,100215,Reardan-Edwall School District,2017-18,General,Math,0.42%,237,53.1%
22009,100215,Reardan-Edwall School District,2017-18,General,Science,,32,50.0%
22017,100012,Almira School District,2017-18,General,English Language Arts,,82,76.8%
22017,100012,Almira School District,2017-18,General,Math,,82,65.8%
22017,100012,Almira School District,2017-18,General,Science,,29,86.2%
22073,100060,Creston School District,2017-18,General,English Language Arts,,46,54.3%
22073,100060,Creston School District,2017-18,General,Math,,45,51.1%
22073,100060,Creston School District,2017-18,General,Science,,20,65.0%
22105,100180,Odessa School District,2017-18,General,English Language Arts,,149,51.0%
22105,100180,Odessa School District,2017-18,General,Math,,148,40.5%
22105,100180,Odessa School District,2017-18,General,Science,,54,53.7%
22200,100296,Wilbur School District,2017-18,General,English Language Arts,2.05%,143,75.5%
22200,100296,Wilbur School District,2017-18,General,Math,2.07%,142,52.8%
22200,100296,Wilbur School District,2017-18,General,Science,,71,63.3%
22204,100103,Harrington School District,2017-18,General,English Language Arts,,73,47.9%
22204,100103,Harrington School District,2017-18,General,Math,,73,36.9%
22204,100103,Harrington School District,2017-18,General,Science,,31,45.1%
22207,100065,Davenport School District,2017-18,General,English Language Arts,0.33%,302,72.8%
22207,100065,Davenport School District,2017-18,General,Math,0.33%,302,68.2%
22207,100065,Davenport School District,2017-18,General,Science,1.54%,128,58.5%
23042,100246,Southside School District,2017-18,General,English Language Arts,,128,53.9%
23042,100246,Southside School District,2017-18,General,Math,,128,48.4%
23042,100246,Southside School District,2017-18,General,Science,,26,46.1%
23054,100099,Grapeview School District,2017-18,General,English Language Arts,,149,72.4%
23054,100099,Grapeview School District,2017-18,General,Math,,148,51.3%
23054,100099,Grapeview School District,2017-18,General,Science,,49,77.5%
23309,100235,Shelton School District,2017-18,General,English Language Arts,1.10%,"2,151",45.5%
23309,100235,Shelton School District,2017-18,General,Math,1.10%,"2,155",30.7%
23309,100235,Shelton School District,2017-18,General,Science,1.03%,965,32.8%
23311,100140,Mary M Knight School District,2017-18,General,English Language Arts,,79,45.5%
23311,100140,Mary M Knight School District,2017-18,General,Math,,79,21.5%
23311,100140,Mary M Knight School District,2017-18,General,Science,,35,42.8%
23402,100200,Pioneer School District,2017-18,General,English Language Arts,0.98%,507,52.0%
23402,100200,Pioneer School District,2017-18,General,Math,0.98%,505,42.3%
23402,100200,Pioneer School District,2017-18,General,Science,0.57%,173,56.0%
23403,100170,North Mason School District,2017-18,General,English Language Arts,1.42%,"1,108",44.2%
23403,100170,North Mason School District,2017-18,General,Math,1.33%,"1,112",34.3%
23403,100170,North Mason School District,2017-18,General,Science,0.81%,489,40.0%
